timestep,tile_id,accuracy,precision,recall,f1,jaccard
Timestep_6,T11SKA_2018_4_2,0.7392626434550649,0.9135060469027,0.7763813585596213,0.8393802610212552,0.7232172888596953
Timestep_6,T10SGF_2018_0_1,0.5435507845030375,0.9031947596009762,0.5164654591604907,0.6571556912901619,0.4893759366054403
Timestep_6,T10SFG_2018_8_9,0.413744479945322,0.7847897447963884,0.3567190204917044,0.4904901960784313,0.3249334285899851
Timestep_6,T10SFG_2018_4_8,0.5293769761878693,0.6868702650654942,0.2820420622937318,0.3998840774692504,0.2499094420839161
Timestep_6,T10SGF_2018_6_8,0.6217945527718887,0.8759465338732481,0.581349764432881,0.6988713437547468,0.5371270092317563
Timestep_6,T11SKA_2018_3_4,0.5459371402218307,0.8252112331499615,0.3485841319975304,0.4901289440447672,0.3246164247679302
Timestep_6,T10TEK_2018_9_6,0.5911128363874042,0.8656432136696302,0.4981725219197507,0.6324016530725165,0.4624176787675289
Timestep_6,T11SKV_2018_3_7,0.5917382490436329,0.7539159885225081,0.589187116000598,0.6614497211545605,0.4941538107370093
Timestep_6,T10SGF_2018_7_8,0.7194966174631139,0.8525880147986094,0.7247354113487359,0.7834800591598533,0.6440338812849794
Timestep_6,T10SGF_2018_6_3,0.5234679048841908,0.551952647130785,0.856353615359346,0.671255475413213,0.5051802381815723
Timestep_6,T11SKA_2018_3_5,0.4404588903155597,0.7761036224520295,0.2525988246466705,0.3811459054818335,0.2354417898268202
Timestep_6,T10SEJ_2018_2_5,0.4817651567181263,0.5057077614222332,0.7994998970561193,0.6195386620224336,0.4487910273025709
Timestep_6,T11SKA_2018_6_0,0.6688298977110229,0.7571582208846036,0.8173142270163797,0.7860870310641535,0.6475645710855711
Timestep_6,T10SGF_2018_2_6,0.5764546235745734,0.9120920714698044,0.5344133039526237,0.6739472188699246,0.5082355909661302
Timestep_6,T11SKV_2018_2_9,0.4668473230015826,0.9465360632206083,0.4437173781113741,0.6041984688169078,0.4328684668405431
Timestep_6,T10SFG_2018_1_4,0.4687733285556451,0.4687733285556451,1.0,0.6383195002820825,0.4687733285556451
Timestep_6,T10SEJ_2018_2_9,0.9011491335463386,0.9011491335463386,1.0,0.9480046753253552,0.9011491335463386
Timestep_6,T10SGF_2018_9_9,0.9088025587174562,0.9412877398426858,0.9492834332814096,0.9452686786787384,0.8962175101566158
Timestep_6,T10SGF_2018_7_6,0.8872465585714713,0.939090928793576,0.938211492137386,0.938651004476072,0.8843943023780912
Timestep_6,T10SGF_2018_1_5,0.5808333416279309,0.9174070344261684,0.5774370271874272,0.7087626118112309,0.5489018659887313
Timestep_6,T10SGG_2018_7_4,0.5605132365187906,0.7096967357133289,0.5657971436898863,0.6296296555190283,0.4594594870319531
Timestep_6,T10SFH_2018_7_1,0.5792316548385705,0.5792316548385705,1.0,0.7335613531604136,0.5792316548385705
Timestep_6,T10SGF_2018_4_2,0.8052801749164734,0.8541606623959062,0.916861506292384,0.8844011615281472,0.7927591272321507
Timestep_6,T11SKA_2018_4_1,0.6453387679536564,0.7219195126136949,0.819785145307057,0.7677461302428509,0.6230421742511201
Timestep_6,T11SKA_2018_7_2,0.7963784128121671,0.9031070591440756,0.8655424444656394,0.8839258315346007,0.7919956007493639
Timestep_6,T11SKA_2018_7_4,0.6852415884486116,0.7895746427434621,0.6499198812974541,0.7129728519519184,0.5539687744996057
Timestep_6,T10SGF_2018_1_3,0.5870916154889997,0.7481075720183592,0.6989759635898165,0.7227077057449957,0.5658123117125069
Timestep_6,T10SGF_2018_2_0,0.8381914791258158,0.8419138050113689,0.986407778863724,0.9084510446305676,0.8322586359153301
Timestep_6,T10SFH_2018_0_1,0.728382619832051,0.728382619832051,1.0,0.8428488130745365,0.728382619832051
